Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
226.00	0.40000	0.84985	1.1767	709.31	1180.0	23.657	3.1172	5.1939	886.71	-0.61550	16.459	0.12854	supercritical
227.00	0.40000	0.84612	1.1819	712.42	1185.2	23.680	3.1172	5.1939	888.66	-0.61584	16.508	0.12893	supercritical
228.00	0.40000	0.84241	1.1871	715.54	1190.4	23.703	3.1172	5.1938	890.60	-0.61618	16.557	0.12932	supercritical
229.00	0.40000	0.83875	1.1923	718.66	1195.6	23.726	3.1172	5.1938	892.54	-0.61650	16.606	0.12971	supercritical
230.00	0.40000	0.83511	1.1974	721.77	1200.8	23.748	3.1172	5.1938	894.48	-0.61683	16.655	0.13010	supercritical
231.00	0.40000	0.83150	1.2026	724.89	1205.9	23.771	3.1172	5.1938	896.41	-0.61714	16.704	0.13049	supercritical
232.00	0.40000	0.82793	1.2078	728.01	1211.1	23.793	3.1172	5.1938	898.34	-0.61745	16.752	0.13088	supercritical
233.00	0.40000	0.82438	1.2130	731.12	1216.3	23.815	3.1172	5.1938	900.26	-0.61776	16.801	0.13126	supercritical
234.00	0.40000	0.82087	1.2182	734.24	1221.5	23.838	3.1172	5.1938	902.18	-0.61806	16.849	0.13165	supercritical
235.00	0.40000	0.81739	1.2234	737.36	1226.7	23.860	3.1172	5.1938	904.09	-0.61835	16.898	0.13204	supercritical
236.00	0.40000	0.81393	1.2286	740.47	1231.9	23.882	3.1172	5.1938	906.01	-0.61864	16.946	0.13242	supercritical
237.00	0.40000	0.81051	1.2338	743.59	1237.1	23.904	3.1172	5.1937	907.91	-0.61893	16.995	0.13281	supercritical
238.00	0.40000	0.80711	1.2390	746.71	1242.3	23.926	3.1171	5.1937	909.82	-0.61921	17.043	0.13319	supercritical
239.00	0.40000	0.80374	1.2442	749.83	1247.5	23.948	3.1171	5.1937	911.72	-0.61948	17.091	0.13357	supercritical
240.00	0.40000	0.80040	1.2494	752.94	1252.7	23.969	3.1171	5.1937	913.61	-0.61975	17.140	0.13396	supercritical
241.00	0.40000	0.79709	1.2546	756.06	1257.9	23.991	3.1171	5.1937	915.50	-0.62002	17.188	0.13434	supercritical
242.00	0.40000	0.79380	1.2598	759.18	1263.1	24.012	3.1171	5.1937	917.39	-0.62028	17.236	0.13472	supercritical
243.00	0.40000	0.79055	1.2649	762.29	1268.3	24.034	3.1171	5.1937	919.27	-0.62053	17.284	0.13511	supercritical
244.00	0.40000	0.78731	1.2701	765.41	1273.5	24.055	3.1171	5.1937	921.15	-0.62079	17.332	0.13549	supercritical
245.00	0.40000	0.78411	1.2753	768.53	1278.7	24.076	3.1171	5.1937	923.03	-0.62103	17.380	0.13587	supercritical
246.00	0.40000	0.78093	1.2805	771.64	1283.9	24.097	3.1171	5.1937	924.90	-0.62127	17.428	0.13625	supercritical
247.00	0.40000	0.77778	1.2857	774.76	1289.0	24.119	3.1171	5.1936	926.77	-0.62151	17.475	0.13663	supercritical
248.00	0.40000	0.77465	1.2909	777.88	1294.2	24.140	3.1171	5.1936	928.64	-0.62174	17.523	0.13701	supercritical
249.00	0.40000	0.77154	1.2961	780.99	1299.4	24.160	3.1171	5.1936	930.50	-0.62197	17.571	0.13739	supercritical
250.00	0.40000	0.76847	1.3013	784.11	1304.6	24.181	3.1171	5.1936	932.35	-0.62220	17.619	0.13777	supercritical
251.00	0.40000	0.76541	1.3065	787.23	1309.8	24.202	3.1171	5.1936	934.21	-0.62242	17.666	0.13815	supercritical
252.00	0.40000	0.76238	1.3117	790.34	1315.0	24.223	3.1171	5.1936	936.06	-0.62263	17.714	0.13853	supercritical
253.00	0.40000	0.75938	1.3169	793.46	1320.2	24.243	3.1171	5.1936	937.90	-0.62285	17.761	0.13890	supercritical
254.00	0.40000	0.75639	1.3221	796.58	1325.4	24.264	3.1171	5.1936	939.75	-0.62305	17.809	0.13928	supercritical
255.00	0.40000	0.75343	1.3273	799.69	1330.6	24.284	3.1171	5.1936	941.58	-0.62326	17.856	0.13966	supercritical
256.00	0.40000	0.75050	1.3324	802.81	1335.8	24.304	3.1171	5.1936	943.42	-0.62346	17.903	0.14003	supercritical
257.00	0.40000	0.74758	1.3376	805.93	1341.0	24.325	3.1171	5.1936	945.25	-0.62366	17.951	0.14041	supercritical
258.00	0.40000	0.74469	1.3428	809.04	1346.2	24.345	3.1170	5.1936	947.08	-0.62385	17.998	0.14079	supercritical
259.00	0.40000	0.74183	1.3480	812.16	1351.4	24.365	3.1170	5.1935	948.91	-0.62404	18.045	0.14116	supercritical
260.00	0.40000	0.73898	1.3532	815.28	1356.6	24.385	3.1170	5.1935	950.73	-0.62422	18.092	0.14154	supercritical
261.00	0.40000	0.73616	1.3584	818.39	1361.8	24.405	3.1170	5.1935	952.54	-0.62440	18.139	0.14191	supercritical
262.00	0.40000	0.73335	1.3636	821.51	1367.0	24.425	3.1170	5.1935	954.36	-0.62458	18.187	0.14228	supercritical
263.00	0.40000	0.73057	1.3688	824.63	1372.1	24.445	3.1170	5.1935	956.17	-0.62476	18.234	0.14266	supercritical
264.00	0.40000	0.72781	1.3740	827.74	1377.3	24.464	3.1170	5.1935	957.98	-0.62493	18.281	0.14303	supercritical
265.00	0.40000	0.72507	1.3792	830.86	1382.5	24.484	3.1170	5.1935	959.78	-0.62510	18.327	0.14340	supercritical
266.00	0.40000	0.72235	1.3844	833.98	1387.7	24.503	3.1170	5.1935	961.58	-0.62526	18.374	0.14378	supercritical
267.00	0.40000	0.71965	1.3896	837.09	1392.9	24.523	3.1170	5.1935	963.38	-0.62542	18.421	0.14415	supercritical
268.00	0.40000	0.71697	1.3948	840.21	1398.1	24.542	3.1170	5.1935	965.17	-0.62558	18.468	0.14452	supercritical
269.00	0.40000	0.71431	1.3999	843.33	1403.3	24.562	3.1170	5.1935	966.96	-0.62573	18.515	0.14489	supercritical
270.00	0.40000	0.71167	1.4051	846.44	1408.5	24.581	3.1170	5.1935	968.75	-0.62588	18.561	0.14526	supercritical
271.00	0.40000	0.70905	1.4103	849.56	1413.7	24.600	3.1170	5.1935	970.54	-0.62603	18.608	0.14563	supercritical
272.00	0.40000	0.70645	1.4155	852.68	1418.9	24.619	3.1170	5.1935	972.32	-0.62618	18.654	0.14600	supercritical
273.00	0.40000	0.70387	1.4207	855.79	1424.1	24.638	3.1170	5.1935	974.09	-0.62632	18.701	0.14637	supercritical
274.00	0.40000	0.70131	1.4259	858.91	1429.3	24.657	3.1170	5.1934	975.87	-0.62646	18.747	0.14674	supercritical
275.00	0.40000	0.69876	1.4311	862.03	1434.5	24.676	3.1170	5.1934	977.64	-0.62659	18.794	0.14711	supercritical
276.00	0.40000	0.69624	1.4363	865.14	1439.7	24.695	3.1170	5.1934	979.41	-0.62672	18.840	0.14748	supercritical
277.00	0.40000	0.69373	1.4415	868.26	1444.9	24.714	3.1170	5.1934	981.17	-0.62685	18.887	0.14784	supercritical
278.00	0.40000	0.69124	1.4467	871.38	1450.0	24.733	3.1170	5.1934	982.93	-0.62698	18.933	0.14821	supercritical
279.00	0.40000	0.68877	1.4519	874.49	1455.2	24.751	3.1170	5.1934	984.69	-0.62710	18.979	0.14858	supercritical
280.00	0.40000	0.68631	1.4571	877.61	1460.4	24.770	3.1169	5.1934	986.45	-0.62722	19.025	0.14895	supercritical
281.00	0.40000	0.68388	1.4623	880.72	1465.6	24.788	3.1169	5.1934	988.20	-0.62734	19.071	0.14931	supercritical
282.00	0.40000	0.68146	1.4674	883.84	1470.8	24.807	3.1169	5.1934	989.95	-0.62746	19.118	0.14968	supercritical
283.00	0.40000	0.67905	1.4726	886.96	1476.0	24.825	3.1169	5.1934	991.69	-0.62757	19.164	0.15004	supercritical
284.00	0.40000	0.67667	1.4778	890.07	1481.2	24.843	3.1169	5.1934	993.44	-0.62768	19.210	0.15041	supercritical
285.00	0.40000	0.67430	1.4830	893.19	1486.4	24.862	3.1169	5.1934	995.18	-0.62779	19.256	0.15077	supercritical
286.00	0.40000	0.67195	1.4882	896.31	1491.6	24.880	3.1169	5.1934	996.91	-0.62789	19.302	0.15114	supercritical
287.00	0.40000	0.66961	1.4934	899.42	1496.8	24.898	3.1169	5.1934	998.65	-0.62799	19.347	0.15150	supercritical
288.00	0.40000	0.66729	1.4986	902.54	1502.0	24.916	3.1169	5.1934	1000.4	-0.62809	19.393	0.15187	supercritical
289.00	0.40000	0.66499	1.5038	905.66	1507.2	24.934	3.1169	5.1934	1002.1	-0.62819	19.439	0.15223	supercritical
290.00	0.40000	0.66270	1.5090	908.77	1512.4	24.952	3.1169	5.1934	1003.8	-0.62828	19.485	0.15259	supercritical
291.00	0.40000	0.66043	1.5142	911.89	1517.6	24.970	3.1169	5.1933	1005.6	-0.62838	19.531	0.15295	supercritical
292.00	0.40000	0.65817	1.5194	915.01	1522.8	24.988	3.1169	5.1933	1007.3	-0.62847	19.576	0.15332	supercritical
293.00	0.40000	0.65593	1.5246	918.12	1527.9	25.006	3.1169	5.1933	1009.0	-0.62855	19.622	0.15368	supercritical
294.00	0.40000	0.65370	1.5298	921.24	1533.1	25.023	3.1169	5.1933	1010.7	-0.62864	19.667	0.15404	supercritical
295.00	0.40000	0.65149	1.5349	924.36	1538.3	25.041	3.1169	5.1933	1012.4	-0.62872	19.713	0.15440	supercritical
296.00	0.40000	0.64929	1.5401	927.47	1543.5	25.058	3.1169	5.1933	1014.1	-0.62880	19.759	0.15476	supercritical
297.00	0.40000	0.64711	1.5453	930.59	1548.7	25.076	3.1169	5.1933	1015.8	-0.62888	19.804	0.15512	supercritical
298.00	0.40000	0.64495	1.5505	933.71	1553.9	25.093	3.1169	5.1933	1017.5	-0.62895	19.849	0.15548	supercritical
299.00	0.40000	0.64279	1.5557	936.82	1559.1	25.111	3.1169	5.1933	1019.2	-0.62903	19.895	0.15584	supercritical
300.00	0.40000	0.64065	1.5609	939.94	1564.3	25.128	3.1169	5.1933	1020.9	-0.62910	19.940	0.15620	supercritical
